english,translation,frequency_rank,pos,example,is_phrasal
boom,рокотать; грохотать; громыхать; гул; рокот,2056,intj,,false
former,бывший; прежний; предыдущий,2057,noun,,false
holiday,праздник; выходной день; выходной; брать отпуск; проводить отпуск,2058,verb,,false
motherfucker,заёба; сука; ублюдок,2059,intj,,false
sue,подавать в суд; предъявлять иск; судиться; Сью,2060,verb,,false
arrive,доходить; дойти; доезжать,2061,verb,,false
remains,остатки; останки; развалины,2062,verb,,false
decent,подходящий; приемлемый; порядочный,2063,noun,,false
tip,кончик; остриё; наконечник; опрокинуть; опрокинуться,2064,verb,,false
fail,проваливать; провалить; терпеть неудачу,2065,verb,,false
bride,невеста; новобрачная; молодая,2066,verb,,false
pissed,бухой; злой; сердитый,2067,verb,,false
penny,пенни; пенс,2068,verb,,false
claim,претензия; притязания; права; претендовать; предъявлять претензии,2069,verb,,false
friendship,дружба; приятельство,2070,noun,,false
desperate,отчаянный; безрассудный,2071,noun,,false
dramatic,драматический; драматичный,2072,adj,,false
refuse,отбросы; отходы; мусор; отказывать; отказать,2073,verb,,false
solve,решать; решить; раскрыть,2074,verb,,false
theme,тема; мотив; основа,2075,verb,,false
loving,любящий; любвеобильный,2076,verb,,false
properly,должным образом; как следует; хорошенько,2077,adv,,false
dragon,дракон; змей; смок,2078,noun,,false
mostly,по большей части; главным образом; чаще всего,2079,adv,,false
chuck,шея; патрон; держатель,2080,verb,,false
directly,прямо; напрямую; непосредственно,2081,conj,,false
surface,поверхность; всплывать; выясняться,2082,verb,,false
